title,year,certificate,duration,genre,rating
The Invitation,2015,Not Rated,100 min,"Drama, Horror, Mystery",6.6
Paddington 2,-2017,PG,103 min,"Adventure, Comedy, Family",7.8
Shameless,(2004–2013),TV-MA,90 min,"Comedy, Crime, Drama",8
The Girl in the Mirror,(2022– ),TV-MA,56 min,"Drama, Horror, Mystery",6.2
Terrifier,-2016,Unrated,82 min,"Horror, Thriller",5.6
The Blues Brothers,-1980,R,133 min,"Action, Adventure, Comedy",7.9
Merlí,(2015–2018),TV-MA,58 min,"Comedy, Drama, Romance",8.6
Polar,2019,TV-MA,118 min,"Action, Thriller",6.3
The Unforgivable,-2021,R,112 min,"Crime, Drama",7.1
Red Rose,(2022– ),,45 min,"Drama, Horror, Thriller",6.4
King Arthur: Legend of the Sword,-2017,PG-13,126 min,"Action, Adventure, Drama",6.7
The Impossible,-2012,PG-13,114 min,"Adventure, Drama, History",7.5
Vinland Saga,(2019– ),TV-MA,24 min,"Animation, Action, Adventure",8.8
Spider-Man: Far from Home,-2019,PG-13,129 min,"Action, Adventure, Sci-Fi",7.4
The Ballad of Buster Scruggs,-2018,R,133 min,"Comedy, Drama, Musical",7.3
Madam Secretary,(2014–2019),TV-PG,45 min,"Drama, Thriller",7.7
Willy Wonka & the Chocolate Factory,-1971,G,100 min,"Family, Fantasy, Musical",7.8
Full House,(1987–1995),TV-G,22 min,"Comedy, Drama, Family",6.7
Sweet Magnolias,(2020– ),TV-14,,"Drama, Romance",7.3
True Story,2021,TV-MA,260 min,"Crime, Drama, Thriller",7.4
La jefa,-2022,TV-MA,109 min,Drama,4.7
The Vault,-2021,R,118 min,"Action, Adventure, Thriller",6.4
Pieces of a Woman,-2020,R,126 min,Drama,7
Nashville,(2012–2018),TV-PG,43 min,"Drama, Music, Romance",7.7
Footloose,-1984,PG,107 min,"Drama, Music, Romance",6.6
Gerald's Game,-2017,TV-MA,103 min,"Drama, Horror, Thriller",6.5
Charlie's Angels,-2019,PG-13,118 min,"Action, Adventure, Comedy",4.9
The Curse of Bridge Hollow,-2022,,89 min,"Adventure, Comedy, Family",
Sense8,(2015–2018),TV-MA,60 min,"Drama, Mystery, Sci-Fi",8.2
Travelers,(2016–2018),TV-MA,45 min,"Drama, Mystery, Sci-Fi",8
The Lost Daughter,-2021,R,121 min,Drama,6.7
Miraculous: Tales of Ladybug & Cat Noir,(2015– ),TV-Y7,20 min,"Animation, Action, Adventure",7.6
Texas Chainsaw Massacre,-2022,R,81 min,"Crime, Horror, Thriller",4.8
Senior Year,-2022,R,111 min,Comedy,5.5
"Bastard!! Heavy Metal, Dark Fantasy",(2022– ),TV-MA,25 min,"Animation, Action, Adventure",6.6
Castlevania,(2017–2021),TV-MA,23 min,"Animation, Action, Adventure",8.3
Matilda,2022,PG,117 min,"Comedy, Drama, Family",
Step Brothers,-2008,R,98 min,Comedy,6.9
Castle Rock,(2018–2019),TV-MA,60 min,"Drama, Fantasy, Horror",7.5
Rebel Moon,1995,,,"Adventure, Drama, Fantasy",
The Harder They Fall,-2021,R,139 min,"Action, Drama, Western",6.5
The OA,(2016–2019),TV-MA,60 min,"Drama, Fantasy, Mystery",7.8
Below Her Mouth,-2016,Not Rated,94 min,"Drama, Romance",5.5
Fear Street: Part One - 1994,-2021,R,107 min,"Drama, Horror, Mystery",6.2
Birdman or (The Unexpected Virtue of Ignorance),-2014,R,119 min,"Comedy, Drama",7.7
Beauty and the Beast,-1991,G,84 min,"Animation, Family, Fantasy",8
Moonlight,2016,R,111 min,Drama,7.4
Dirilis: Ertugrul,(2014–2019),TV-14,120 min,"Action, Adventure, Drama",7.9
National Lampoon's Animal House,-1978,R,109 min,Comedy,7.4
Crash Landing on You,(2019–2020),TV-14,70 min,"Adventure, Comedy, Romance",8.7
Archive 81,-2022,TV-MA,60 min,"Drama, Horror, Mystery",7.3
Trailer Park Boys,(2001–2018),TV-MA,30 min,"Comedy, Crime",8.6
Misfits,(2009–2013),TV-MA,60 min,"Comedy, Drama, Fantasy",8.2
Ratched,(2020– ),TV-MA,60 min,"Crime, Drama, History",7.2
GLOW,(2017–2019),TV-MA,35 min,"Comedy, Drama, Sport",8
Skyggen i mit øje,-2021,TV-MA,107 min,"Drama, History, War",7.3
The Stranger,2022,,117 min,"Crime, Drama, Thriller",7.4
Cowboy Bebop,-2021,TV-MA,58 min,"Action, Adventure, Comedy",6.7
Shooter,(2016–2018),TV-14,60 min,"Action, Drama",7.5
Drifting Home,-2022,PG,119 min,"Animation, Adventure, Drama",6.3
Keep Breathing,-2022,TV-MA,209 min,"Adventure, Drama, Thriller",5.2
The Bubble,-2022,R,126 min,Comedy,4.7
Bloodline,(2015–2017),TV-MA,60 min,"Drama, Thriller",7.9
Get Smart with Money,-2022,TV-PG,93 min,Documentary,5.6
Marriage Story,-2019,R,137 min,"Drama, Romance",7.9
A Series of Unfortunate Events,(2017–2019),TV-PG,50 min,"Adventure, Comedy, Drama",7.8
Hell or High Water,2016,R,102 min,"Crime, Drama, Thriller",7.6
Dark Desire,(2020–2022),TV-MA,30 min,"Drama, Mystery, Thriller",6.5
The Human Centipede (First Sequence),-2009,R,92 min,Horror,4.4
Ghost,-1990,PG-13,127 min,"Drama, Fantasy, Romance",7.1
Army of the Dead,-2021,R,148 min,"Action, Crime, Horror",5.7
Lawrence of Arabia,-1962,Approved,218 min,"Adventure, Biography, Drama",8.3
The Lost World: Jurassic Park,-1997,PG-13,129 min,"Action, Adventure, Sci-Fi",6.5
Cowboy Bebop,(1998–1999),TV-14,24 min,"Animation, Action, Adventure",8.9
Ocean's Eight,-2018,PG-13,110 min,"Action, Comedy, Crime",6.3
Gods of Egypt,-2016,PG-13,127 min,"Action, Adventure, Fantasy",5.4
Barbarians,(2020– ),TV-MA,280 min,"Action, Adventure, Drama",7.2
The Bold Type,(2017–2021),TV-14,45 min,"Comedy, Drama",7.8
Atypical,(2017–2021),TV-MA,30 min,"Comedy, Drama",8.3
Rosemary's Baby,-1968,Approved,137 min,"Drama, Horror",8
3rd Rock from the Sun,(1996–2001),TV-PG,60 min,"Comedy, Family, Sci-Fi",7.8
Mars Attacks!,-1996,PG-13,106 min,"Comedy, Sci-Fi",6.4
Kong: Skull Island,-2017,PG-13,118 min,"Action, Adventure, Fantasy",6.6
There's Something About Mary,-1998,R,119 min,"Comedy, Romance",7.1
Don't Breathe,-2016,R,88 min,"Crime, Horror, Thriller",7.1
Now You See Me,2013,PG-13,115 min,"Crime, Mystery, Thriller",7.2
One Of Us Is Lying,(2021– ),TV-MA,50 min,"Crime, Drama, Mystery",6.8
Monty Python and the Holy Grail,-1975,PG,91 min,"Adventure, Comedy, Fantasy",8.2
Batman v Superman: Dawn of Justice,-2016,PG-13,152 min,"Action, Adventure, Sci-Fi",6.4
Climax,2018,R,97 min,"Drama, Horror, Music",6.9
Lupin,(2021– ),TV-MA,45 min,"Action, Crime, Drama",7.5
Entergalactic,(2022– ),,,"Animation, Comedy, Music",
The Old Guard,-2020,R,125 min,"Action, Thriller",6.6
The Serpent,-2021,TV-MA,458 min,"Crime, Drama, Thriller",7.6
"tick, tick... BOOM!",-2021,PG-13,120 min,"Biography, Drama, Musical",7.5
The Pale Blue Eye,-2022,R,,"Crime, Horror, Mystery",
Alice in Borderland,(2020– ),TV-MA,50 min,"Action, Drama, Mystery",7.6
Gilmore Girls: A Year in the Life,-2016,TV-14,370 min,"Comedy, Drama",7.6
Carter,2022,TV-MA,132 min,"Action, Thriller",5.1
The Babysitter,2017,TV-MA,85 min,"Comedy, Horror",6.3
Outlaw King,-2018,R,121 min,"Action, Biography, Drama",6.9
Despicable Me 2,-2013,PG,98 min,"Animation, Adventure, Comedy",7.3
Good Witch,(2015–2021),TV-PG,48 min,"Comedy, Drama, Fantasy",7.3
Extraction,-2020,R,116 min,"Action, Thriller",6.7
Cleveland Abduction,2015,TV-14,88 min,"Biography, Crime, Drama",6.6
Army of Thieves,-2021,TV-MA,127 min,"Action, Comedy, Crime",6.4
Selling the OC,(2022– ),TV-MA,30 min,Reality-TV,5.5
Dawson's Creek,(1998–2003),TV-14,60 min,"Drama, Romance",6.8
12 Strong,-2018,R,130 min,"Action, Drama, History",6.5
Lone Survivor,-2013,R,121 min,"Action, Biography, Drama",7.5
Into the Night,2020,TV-MA,35 min,"Drama, Sci-Fi, Thriller",7.1
Inside Job,(2021– ),TV-MA,30 min,"Animation, Comedy, Fantasy",7.6
Chef's Table: Pizza,(2022– ),TV-MA,45 min,Documentary,7.4
Major,-2022,,150 min,"Action, Biography, Drama",8.2
Bird Box,-2018,R,124 min,"Horror, Mystery, Sci-Fi",6.6
The Fresh Prince of Bel-Air,(1990–1996),TV-PG,22 min,Comedy,7.9
Through My Window,-2022,TV-MA,116 min,"Comedy, Drama, Romance",5.4
The Holiday,-2006,PG-13,136 min,"Comedy, Romance",6.9
Moonrise Kingdom,-2012,PG-13,94 min,"Comedy, Drama, Romance",7.8
He's All That,-2021,TV-14,88 min,"Comedy, Romance",4.4
Superwog,(2017– ),TV-MA,30 min,Comedy,7.4
Breakfast at Tiffany's,-1961,Approved,115 min,"Comedy, Drama, Romance",7.6
The Girl in the Spider's Web,-2018,R,115 min,"Action, Crime, Drama",6.1
The Karate Kid,-2010,PG,140 min,"Action, Drama, Family",6.2
Shot Caller,-2017,R,121 min,"Crime, Drama, Thriller",7.3
The Missing,(2014–2016),TV-14,60 min,"Crime, Drama, Mystery",8.2
Moneyball,-2011,PG-13,133 min,"Biography, Drama, Sport",7.6
Clusterf**k: Woodstock '99,-2022,TV-MA,142 min,"Documentary, History, Music",7.4
Stay Close,-2021,TV-MA,375 min,"Crime, Drama, Mystery",6.9
Furious 7,-2015,PG-13,137 min,"Action, Crime, Thriller",7.1
Avatar: The Last Airbender,2005,,,"Action, Adventure, Comedy",
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.7
Lou,2022,R,107 min,"Action, Crime, Drama",5.9
Lost Ollie,-2022,TV-PG,45 min,"Animation, Adventure, Drama",7.8
Fatal Attraction,-1987,R,119 min,"Drama, Thriller",6.9
Untold: The Girlfriend Who Didn't Exist,-2022,TV-MA,124 min,"Documentary, Biography, Sport",7.2
The Lincoln Lawyer,-2011,R,118 min,"Crime, Drama, Mystery",7.3
Mighty Morphin Power Rangers,(1993–1996),TV-Y7,30 min,"Action, Adventure, Family",6.5
Life of Brian,-1979,R,94 min,Comedy,8
Love Is Blind,(2020– ),TV-MA,48 min,"Game-Show, Reality-TV, Romance",6.1
The Pentaverate,-2022,TV-MA,160 min,Comedy,6.1
Doom,-2005,R,105 min,"Action, Horror, Sci-Fi",5.2
Pan,-2015,PG,111 min,"Action, Adventure, Comedy",5.7
Crazy Ex-Girlfriend,(2015–2019),TV-14,42 min,"Comedy, Musical",7.8
A Walk to Remember,-2002,PG,101 min,"Drama, Romance",7.3
Enola Holmes 2,-2022,PG-13,,"Action, Adventure, Crime",
When Calls the Heart,(2014– ),TV-G,43 min,"Drama, History, Romance",7.9
Space Force,(2020–2022),TV-MA,30 min,Comedy,6.7
The Shannara Chronicles,(2016–2017),TV-14,42 min,"Adventure, Drama, Fantasy",7.1
Lucy,2014,R,89 min,"Action, Sci-Fi, Thriller",6.4
Midnight in Paris,-2011,PG-13,94 min,"Comedy, Fantasy, Romance",7.7
Contagion,-2011,PG-13,106 min,"Drama, Thriller",6.8
Project X,-2012,R,88 min,Comedy,6.6
Cars 3,-2017,G,102 min,"Animation, Adventure, Comedy",6.7
The Alienist,(2018–2020),TV-MA,60 min,"Crime, Drama, Mystery",7.7
Pokémon,(1997– ),TV-Y7,24 min,"Animation, Action, Adventure",7.5
Wentworth,(2013–2021),TV-MA,45 min,"Crime, Drama, Thriller",8.6
Knocked Up,-2007,R,129 min,"Comedy, Romance",6.9
I Think You Should Leave with Tim Robinson,(2019– ),TV-MA,16 min,Comedy,7.9
Ivy & Bean,-2022,TV-G,56 min,"Action, Comedy, Family",5.9
The Fall of the House of Usher,1960,,,"Drama, Horror",
Robin Hood,-2018,PG-13,116 min,"Action, Adventure, Drama",5.3
Return to Sender,2015,Not Rated,92 min,"Drama, Thriller",5.1
Kingdom,(2019– ),TV-MA,45 min,"Action, Drama, Horror",8.3
Windfall,-2022,R,92 min,"Crime, Drama, Thriller",5.7
Hell on Wheels,(2011–2016),TV-14,42 min,"Drama, Western",8.3
Henry Danger,(2014–2020),TV-G,30 min,"Action, Comedy, Family",5.6
Love and Monsters,2020,PG-13,109 min,"Action, Adventure, Comedy",6.9
Disenchantment,(2018– ),TV-MA,30 min,"Animation, Action, Adventure",7.2
Princess Mononoke,-1997,PG-13,134 min,"Animation, Action, Adventure",8.4
The Legend of Korra,(2012–2014),TV-PG,23 min,"Animation, Action, Adventure",8.4
The Call,-2020,TV-MA,112 min,"Crime, Horror, Mystery",7.1
Atomic Blonde,-2017,R,115 min,"Action, Thriller",6.7
Fear Street: Part Two - 1978,-2021,R,109 min,"Drama, Horror, Mystery",6.7
Copenhagen Cowboy,(2022– ),,,"Crime, Drama",8.5
The Expendables 2,-2012,R,103 min,"Action, Adventure, Thriller",6.6
Indian Predator: The Diary of a Serial Killer,-2022,,123 min,"Documentary, Crime, History",6.7
The Ritual,2017,TV-MA,94 min,"Horror, Mystery, Thriller",6.3
When They See Us,-2019,TV-MA,296 min,"Biography, Crime, Drama",8.9
Sicario: Day of the Soldado,-2018,R,122 min,"Action, Adventure, Crime",7.1
The Real Housewives of Beverly Hills,(2010– ),TV-14,44 min,Reality-TV,5.2
The Emperor's New Groove,-2000,G,78 min,"Animation, Adventure, Comedy",7.4
The Hitman's Bodyguard,-2017,R,118 min,"Action, Comedy, Crime",6.9
Monster Hunter,2020,PG-13,103 min,"Action, Adventure, Fantasy",5.2
Between,(2015–2016),TV-14,60 min,"Drama, Mystery, Sci-Fi",5.9
The Amazing World of Gumball,(2011–2019),TV-Y7-FV,11 min,"Animation, Short, Adventure",8.3
One Piece,2022,TV-14,,"Action, Adventure, Comedy",
Geostorm,-2017,PG-13,109 min,"Action, Sci-Fi, Thriller",5.3
Metal Lords,-2022,R,97 min,"Comedy, Music",6.7
Robin Hood: Prince of Thieves,-1991,PG-13,143 min,"Action, Adventure, Drama",6.9
Darlings,2022,TV-14,133 min,"Comedy, Drama, Thriller",6.6
Steven Universe,(2013–2020),TV-PG,11 min,"Animation, Action, Adventure",8.2
Hairspray,-2007,PG,117 min,"Comedy, Drama, Musical",6.7
Escape Room,2019,PG-13,99 min,"Action, Adventure, Horror",6.4
"Extremely Wicked, Shockingly Evil and Vile",-2019,R,110 min,"Biography, Crime, Drama",6.7
Sweet Tooth,(2021– ),TV-14,,"Action, Adventure, Drama",7.8
Into the Badlands,(2015–2019),TV-14,42 min,"Action, Adventure, Drama",7.9
Spartacus: Gods of the Arena,-2011,TV-MA,331 min,"Action, Adventure, Biography",8.5
Newness,-2017,Unrated,117 min,"Drama, Romance",6.3
Santa Clarita Diet,(2017–2019),TV-MA,30 min,"Comedy, Horror",7.8
Maestro,2022,,,"Biography, Drama, Music",
Man vs. Bee,(2022– ),TV-PG,,"Short, Comedy, Family",6.7
Things Heard & Seen,-2021,TV-MA,121 min,"Drama, Horror, Mystery",5.3
Guillermo del Toro's Cabinet of Curiosities,(2022– ),,,"Drama, Horror, Mystery",
Timeless,2016,TV-14,60 min,"Action, Adventure, Drama",7.6
Girl in the Picture,-2022,TV-MA,101 min,"Documentary, Crime, Mystery",7.2
Hush,2016,R,82 min,"Horror, Thriller",6.6
Neon Genesis Evangelion,(1995–1996),TV-MA,24 min,"Animation, Action, Drama",8.5
Waterworld,-1995,PG-13,177 min,"Action, Adventure, Sci-Fi",6.2
The Cuphead Show!,(2022– ),TV-Y7,12 min,"Animation, Short, Action",7.4
A Perfect Pairing,-2022,TV-14,101 min,"Comedy, Romance",6.1
Kill Bill: Vol. 2,-2004,R,137 min,"Action, Crime, Thriller",8
Rampage,-2018,PG-13,107 min,"Action, Adventure, Sci-Fi",6.1
Contact,-1997,PG,150 min,"Drama, Mystery, Sci-Fi",7.5
The Woman in the Window,-2021,R,100 min,"Crime, Drama, Mystery",5.7
Copshop,-2021,R,107 min,"Action, Thriller",6.2
In the Heart of the Sea,-2015,PG-13,122 min,"Action, Adventure, Biography",6.9
The Starling,-2021,PG-13,102 min,"Comedy, Drama",6.3
Between Two Ferns: The Movie,-2019,TV-MA,82 min,Comedy,6.1
Aftermath,2021,TV-MA,114 min,"Drama, Horror, Mystery",5.3
White House Down,-2013,PG-13,131 min,"Action, Drama, Thriller",6.3
The Dirt,-2019,TV-MA,107 min,"Biography, Comedy, Drama",6.9
The Post,-2017,PG-13,116 min,"Biography, Drama, History",7.2
Luke Cage,(2016–2018),TV-MA,55 min,"Action, Crime, Drama",7.3
Firefly Lane,(2021– ),TV-MA,,"Drama, Romance",7.4
Vincenzo,(2021– ),Not Rated,80 min,"Action, Comedy, Crime",8.4
Pera Palas'ta Gece Yarisi,(2022– ),TV-14,45 min,"Drama, History, Mystery",7.1
I Care a Lot,-2020,R,118 min,"Comedy, Crime, Drama",6.3
To Kill a Mockingbird,-1962,Approved,129 min,"Crime, Drama",8.3
Unbreakable Kimmy Schmidt,(2015–2019),TV-14,30 min,Comedy,7.6
Munich: The Edge of War,-2021,PG-13,130 min,"Biography, Drama, History",6.8
Kim's Convenience,(2016–2021),TV-14,22 min,Comedy,8.2
The Chestnut Man,(2021– ),TV-MA,50 min,"Crime, Drama, Mystery",7.7
Security,2017,R,88 min,"Action, Crime, Thriller",5.7
Lilo & Stitch,-2002,PG,85 min,"Animation, Adventure, Comedy",7.3
Perfect Blue,-1997,R,81 min,"Animation, Crime, Drama",8
The Boondocks,(2005–2014),TV-MA,22 min,"Animation, Action, Comedy",8.5
The Firm,-1993,R,154 min,"Drama, Mystery, Thriller",6.8
Another Self,(2022– ),TV-MA,50 min,"Drama, Romance",6.3
Mob Psycho 100,(2016– ),TV-14,24 min,"Animation, Action, Comedy",8.6
The Invisible Guest,-2016,TV-MA,106 min,"Crime, Drama, Mystery",8
Glitch,(2015–2019),TV-MA,45 min,"Drama, Horror, Sci-Fi",7.2
Night Teeth,-2021,TV-14,107 min,"Action, Crime, Drama",5.6
Jurassic Park III,-2001,PG-13,92 min,"Action, Adventure, Sci-Fi",5.9
Bad Teacher,-2011,R,92 min,"Comedy, Romance",5.6
The Snowman,-2017,R,119 min,"Crime, Drama, Thriller",5.1
Fuller House,(2016–2020),TV-G,30 min,"Comedy, Family",6.7
The Kissing Booth,-2018,TV-14,105 min,"Comedy, Romance",5.9
No One Gets Out Alive,-2021,R,87 min,"Drama, Horror, Mystery",5.3
Ludik,(2022– ),TV-MA,60 min,"Crime, Drama",5.4
Conan the Barbarian,-2011,R,113 min,"Action, Adventure, Fantasy",5.1
Troll,-2022,,,"Action, Adventure, Fantasy",
The Weekend Away,-2022,TV-14,89 min,"Crime, Drama, Mystery",5.6
1922,-2017,TV-MA,102 min,"Crime, Drama, Horror",6.2
A Jazzman's Blues,-2022,R,127 min,Drama,6
Ash vs Evil Dead,(2015–2018),TV-MA,30 min,"Action, Comedy, Fantasy",8.4
The Fate of the Furious,-2017,PG-13,136 min,"Action, Crime, Thriller",6.6
Warrior Nun,(2020– ),TV-MA,,"Action, Drama, Fantasy",6.9
Kingdom,(2014–2017),TV-MA,43 min,"Drama, Sport",8.5
Versailles,(2015–2018),TV-MA,52 min,"Biography, Drama, History",7.9
Code Geass,(2006–2008),TV-14,24 min,"Animation, Action, Drama",8.7
My Neighbor Totoro,-1988,G,86 min,"Animation, Comedy, Family",8.1
Green Room,-2015,R,95 min,"Crime, Drama, Horror",7
The Last Dance,-2020,TV-MA,491 min,"Documentary, Biography, History",9.1
Serendipity,-2001,PG-13,90 min,"Comedy, Romance",6.8
Blue Mountain State,(2010–2011),TV-MA,22 min,"Comedy, Sport",8.3
Black Summer,(2019–2021),TV-MA,40 min,"Action, Drama, Horror",6.5
127 Hours,-2010,R,94 min,"Biography, Drama",7.6
The Founder,-2016,PG-13,115 min,"Biography, Drama",7.2
Black Crab,-2022,TV-MA,114 min,"Action, Adventure, Drama",5.6
12 Monkeys,(2015–2018),TV-14,42 min,"Adventure, Drama, Mystery",7.7
Extraction 2,-2023,,,"Action, Thriller",
Murder Mystery,-2019,PG-13,97 min,"Action, Comedy, Crime",6
Dota: Dragon's Blood,(2021– ),TV-MA,25 min,"Animation, Action, Adventure",7.8
Havoc,-2022,,,"Action, Thriller",
The Defenders,-2017,TV-MA,50 min,"Action, Adventure, Crime",7.2
Manhunt,2017,TV-14,60 min,"Biography, Crime, Drama",8.1
Hunt for the Wilderpeople,-2016,PG-13,101 min,"Adventure, Comedy, Drama",7.8
What Happened to Monday,-2017,TV-MA,123 min,"Action, Crime, Fantasy",6.8
Kate,2021,R,106 min,"Action, Adventure, Crime",6.2
The Client,-1994,PG-13,119 min,"Crime, Drama, Mystery",6.7
As Good as It Gets,-1997,PG-13,139 min,"Comedy, Drama, Romance",7.7
Below Deck,(2013– ),TV-14,43 min,Reality-TV,7.4
The Mitchells vs the Machines,-2021,PG,114 min,"Animation, Adventure, Comedy",7.6
300: Rise of an Empire,-2014,R,102 min,"Action, Drama",6.2
Against the Ice,-2022,TV-MA,102 min,"Adventure, Drama, History",6.5
Maniac,-2018,TV-MA,386 min,"Comedy, Drama, Sci-Fi",7.7
Clark,-2022,TV-MA,362 min,"Action, Comedy, Crime",7.4
The A-Team,-2010,PG-13,117 min,"Action, Adventure, Thriller",6.7
The Danish Girl,-2015,R,119 min,"Biography, Drama, Romance",7.1
Deliver Us from Evil,2014,R,118 min,"Action, Adventure, Crime",6.2
Escape Room: Tournament of Champions,-2021,PG-13,88 min,"Action, Adventure, Horror",5.7
Jeepers Creepers III,-2017,Not Rated,100 min,Horror,3.9
The Order,(2019–2020),TV-MA,60 min,"Drama, Fantasy, Horror",6.7
Intrusion,2021,TV-14,92 min,"Drama, Thriller",5.2
Who Killed Sara?,(2021–2022),TV-MA,40 min,"Crime, Drama, Mystery",6.4
Fractured,2019,TV-MA,99 min,Thriller,6.4
The Secret Life of Pets,-2016,PG,87 min,"Animation, Adventure, Comedy",6.5
Jurassic World: Camp Cretaceous,(2020–2022),TV-PG,24 min,"Animation, Action, Adventure",7.5
Brazen,-2022,TV-14,94 min,"Crime, Drama, Mystery",4.1
Love,(2016–2018),TV-MA,50 min,"Comedy, Drama, Romance",7.7
Spartacus,-1960,PG-13,197 min,"Adventure, Biography, Drama",7.9
Bee & Puppycat: Lazy in Space,(2013– ),TV-PG,,Animation,8.7
Under the Dome,(2013–2015),TV-14,43 min,"Drama, Mystery, Sci-Fi",6.5
Rebecca,2020,PG-13,123 min,"Drama, Mystery, Romance",6
Fantasy Island,-2020,PG-13,109 min,"Fantasy, Horror, Mystery",4.9
The Witcher: Blood Origin,-2022,TV-MA,,"Action, Adventure, Drama",
Utopia,2013,TV-MA,50 min,"Drama, Mystery, Sci-Fi",8.4
The Bad Batch,-2016,R,118 min,"Action, Horror, Mystery",5.2
Marco Polo,(2014–2016),TV-MA,60 min,"Action, Adventure, Drama",8
The Killer,2022,,,"Action, Crime, Drama",
Locke,-2013,R,85 min,Drama,7.1
Below Zero,-2021,TV-MA,106 min,"Action, Adventure, Crime",6.2
Insatiable,(2018–2019),TV-MA,45 min,"Comedy, Drama, Thriller",6.5
Tekken: Bloodline,(2022– ),TV-14,,"Animation, Action, Adventure",6.7
Our Man from Jersey,2022,,,"Action, Thriller",
First Kill,-2022,TV-MA,60 min,"Drama, Horror, Mystery",6.4
The Festival of Troubadours,-2022,TV-14,102 min,Drama,5.9
Family Secrets,2022,TV-MA,50 min,"Comedy, Drama, Romance",5.9
Awakenings,-1990,PG-13,121 min,"Biography, Drama",7.8
Fullmetal Alchemist: The Revenge of Scar,-2022,TV-14,125 min,"Action, Adventure, Fantasy",5.3
The Kominsky Method,(2018–2021),TV-MA,30 min,"Comedy, Drama",8.2
I Am a Killer,(2018–2022),TV-MA,52 min,"Documentary, Crime",7.4
The Trial of the Chicago 7,-2020,R,129 min,"Drama, History, Thriller",7.7
Slasher,(2016– ),Not Rated,60 min,"Crime, Drama, Horror",6.7
Ragnarok,(2020– ),TV-MA,45 min,"Action, Drama, Fantasy",7.5
Triple Frontier,-2019,R,125 min,"Action, Thriller",6.4
Lord of War,-2005,R,122 min,"Crime, Drama",7.6
Planet of the Apes,-1968,G,112 min,"Adventure, Sci-Fi",8
The Society,-2019,TV-MA,58 min,"Drama, Mystery, Sci-Fi",7.1
Noah,-2014,PG-13,138 min,"Action, Adventure, Drama",5.8
Hachi: A Dog's Tale,-2009,G,93 min,"Biography, Drama, Family",8.1
Frontier,(2016–2018),TV-MA,60 min,"Adventure, Drama, History",7.1
Gunpowder Milkshake,-2021,R,114 min,"Action, Crime, Thriller",6
Athena,-2022,R,99 min,"Action, Drama, Thriller",7
The Office Blind Date,(2022– ),TV-14,60 min,"Comedy, Drama, Romance",8.1
Ender's Game,-2013,PG-13,114 min,"Action, Adventure, Sci-Fi",6.6
God's Favorite Idiot,(2022– ),TV-MA,30 min,"Comedy, Fantasy",5.7
Choose or Die,-2022,MA-17,84 min,"Drama, Horror, Thriller",4.7
Moesha,(1996–2001),TV-PG,30 min,"Comedy, Drama, Family",5.8
Dirty John,(2018– ),TV-14,44 min,"Crime, Drama",7.2
Unorthodox,-2020,TV-MA,53 min,Drama,8
Indian Predator: The Butcher of Delhi,-2022,TV-MA,125 min,"Documentary, Crime, History",6
Rango,-2011,PG,107 min,"Animation, Action, Adventure",7.2
To All the Boys I've Loved Before,-2018,TV-14,99 min,"Comedy, Drama, Romance",7
Diorama,-2022,,99 min,Romance,5.2
Hannah Montana,(2006–2011),TV-G,23 min,"Comedy, Family, Music",5.2
